x,y,c
27,0,19,-1
2,12,27,-1
15,35,24,-1
3,19,18,-1
9,25,12,-1
33,33,0,-1
29,14,19,-1
12,1,5,-1
30,14,15,-1
29,34,29,-1
1,25,29,-1
20,7,6,-1
28,23,21,-1
32,26,21,-1
14,15,26,-1
7,12,23,-1
7,22,18,-1
26,34,19,-1
11,28,13,-1
26,1,11,-1
35,2,16,-1
9,3,24,-1
15,31,11,-1
16,27,17,-1
1,21,32,-1
27,28,25,-1
31,0,11,-1
13,6,25,-1
12,18,18,-1
25,24,19,-1
17,24,22,-1
33,33,5,-1
1,28,16,-1
12,24,7,-1
9,26,8,-1
6,33,17,-1
11,28,33,-1
2,21,3,-1
27,33,1,-1
9,3,26,-1
29,20,30,-1
31,33,7,-1
16,35,35,-1
32,27,3,-1
19,1,29,-1
27,23,7,-1
24,34,15,-1
21,0,1,-1
5,27,14,-1
6,17,17,-1
12,26,17,-1
6,21,15,-1
29,17,30,-1
8,13,21,-1
12,32,22,-1
21,3,9,-1
28,8,23,-1
24,29,3,-1
5,34,31,-1
19,21,12,-1
17,33,2,-1
34,20,3,-1
29,29,20,-1
23,2,13,-1
25,14,25,-1
11,35,8,-1
1,8,16,-1
4,12,26,-1
8,17,24,-1
3,16,25,-1
31,33,3,-1
13,12,23,-1
32,21,16,-1
32,9,34,-1
9,34,12,-1
14,25,28,-1
22,6,16,-1
19,11,28,-1
9,19,9,-1
13,2,25,-1
3,13,3,-1
6,6,15,-1
9,2,16,-1
5,34,25,-1
4,23,3,-1
32,1,9,-1
4,3,15,-1
20,22,6,-1
12,31,5,-1
1,25,23,-1
27,28,0,-1
10,14,6,-1
5,3,24,-1
21,24,2,-1
11,8,25,-1
30,5,6,-1
3,9,10,-1
35,30,12,-1
5,22,8,-1
11,24,13,-1
34,31,21,-1
15,5,35,-1
1,10,18,-1
26,31,6,-1
28,22,15,-1
34,17,0,-1
4,0,9,-1
30,35,19,-1
7,21,6,-1
31,12,10,-1
8,26,5,-1
29,5,10,-1
8,7,20,-1
26,13,31,-1
12,21,18,-1
27,19,15,-1
27,4,31,-1
17,14,11,-1
0,21,32,-1
22,32,24,-1
12,20,14,-1
17,13,20,-1
27,1,7,-1
27,7,0,-1
3,20,21,-1
1,27,21,-1
16,19,5,-1
27,16,19,-1
2,32,21,-1
14,35,17,-1
2,11,2,-1
17,29,31,-1
17,0,33,-1
4,8,20,-1
4,11,4,-1
25,12,32,-1
26,8,31,-1
31,35,11,-1
15,18,7,-1
16,32,6,-1
13,15,34,-1
15,12,27,-1
27,29,27,-1
4,33,15,-1
24,1,6,-1
9,6,18,-1
5,33,6,-1
0,28,22,-1
27,23,20,-1
14,3,16,-1
1,17,11,-1
35,12,23,-1
26,19,16,-1
33,23,29,-1
29,28,10,-1
35,1,33,-1
34,22,30,-1
4,22,2,-1
6,13,26,-1
26,27,9,-1
23,8,6,-1
34,7,19,-1
2,13,18,-1
34,11,22,-1
28,4,14,-1
18,3,31,-1
15,1,17,-1
25,22,19,-1
28,8,12,-1
34,35,19,-1
7,2,28,-1
30,16,35,-1
13,18,13,-1
11,17,4,-1
33,25,8,-1
27,23,27,-1
22,3,9,-1
3,28,11,-1
2,0,19,-1
14,34,34,-1
34,22,0,-1
26,16,33,-1
25,9,31,-1
2,20,28,-1
22,18,33,-1
10,9,21,-1
2,12,4,-1
27,31,12,-1
2,34,13,-1
21,12,11,-1
0,10,13,-1
0,0,29,-1
13,6,18,-1
9,24,3,-1
1,11,1,-1
15,21,10,-1
0,3,22,-1
4,30,34,-1
16,12,32,-1
9,14,8,-1
1,14,35,-1
14,30,15,-1
24,8,21,-1
6,33,26,-1
9,14,17,-1
10,29,2,-1
1,29,22,-1
3,13,16,-1
1,30,9,-1
33,3,23,-1
22,20,1,-1
1,35,31,-1
16,23,3,-1
18,29,0,-1
24,19,15,-1
5,29,8,-1
7,10,18,-1
9,14,31,-1
26,15,5,-1
15,29,25,-1
2,31,9,-1
3,12,8,-1
34,28,11,-1
18,26,5,-1
34,14,4,-1
13,19,33,-1
2,7,24,-1
0,16,2,-1
31,22,33,-1
1,1,6,-1
6,3,17,-1
15,22,29,-1
4,1,22,-1
15,19,28,-1
0,17,7,-1
4,11,6,-1
18,29,13,-1
6,29,10,-1
24,4,32,-1
21,21,14,-1
8,27,33,-1
25,23,20,-1
19,27,21,-1
21,22,20,-1
13,3,1,-1
0,23,28,-1
7,5,21,-1
0,27,30,-1
10,15,35,-1
23,17,20,-1
1,25,12,-1
34,30,15,-1
18,13,6,-1
19,34,8,-1
3,28,11,-1
21,28,35,-1
13,15,20,-1
15,16,28,-1
25,6,23,-1
24,29,20,-1
25,30,25,-1
17,9,20,-1
32,7,33,-1
2,27,12,-1
26,30,20,-1
2,31,28,-1
17,9,8,-1
17,4,4,-1
9,29,10,-1
13,34,4,-1
33,23,14,-1
23,4,23,-1
7,0,31,-1
20,18,22,-1
12,8,32,-1
12,10,28,-1
5,7,17,-1
13,25,21,-1
33,14,30,-1
7,7,28,-1
11,5,15,-1
6,8,19,-1
29,31,19,-1
24,31,1,-1
26,24,26,-1
3,0,16,-1
31,5,24,-1
28,34,29,-1
29,31,23,-1
23,19,31,-1
16,10,16,-1
31,16,24,-1
31,10,35,-1
30,14,30,-1
12,21,18,-1
2,24,19,-1
18,35,4,-1
6,7,19,-1
35,0,30,-1
3,23,13,-1
34,3,24,-1
14,15,4,-1
18,10,30,-1
17,4,9,-1
27,16,10,-1
10,18,14,-1
9,1,13,-1
29,23,20,-1
12,3,20,-1
7,6,23,-1
20,20,27,-1
24,14,6,-1
29,32,32,-1
3,29,0,-1
28,0,33,-1
2,10,15,-1
16,35,32,-1
9,29,20,-1
9,21,3,-1
29,8,9,-1
33,9,29,-1
24,33,7,-1
10,6,19,-1
6,10,28,-1
22,2,28,-1
19,5,19,-1
15,1,18,-1
11,11,27,-1
11,20,29,-1
30,30,1,-1
3,27,10,-1
12,31,8,-1
35,21,30,-1
34,27,4,-1
26,29,23,-1
19,13,8,-1
2,8,9,-1
0,35,0,-1
8,11,21,-1
1,5,31,-1
2,25,2,-1
29,17,13,-1
17,33,34,-1
11,31,5,-1
32,2,34,-1
19,21,27,-1
27,3,15,-1
16,19,15,-1
17,27,6,-1
18,8,27,-1
13,11,16,-1
31,20,14,-1
8,1,11,-1
22,12,22,-1
27,8,24,-1
5,7,25,-1
13,34,28,-1
28,15,28,-1
7,12,19,-1
13,30,28,-1
5,23,19,-1
1,18,3,-1
31,6,4,-1
22,8,32,-1
9,15,21,-1
33,20,28,-1
3,13,7,-1
11,22,2,-1
3,9,14,-1
23,23,8,-1
31,8,31,-1
30,25,29,-1
33,1,15,-1
17,23,23,-1
13,32,2,-1
14,10,2,-1
7,13,32,-1
30,24,18,-1
32,28,27,-1
26,31,30,-1
34,6,18,-1
9,0,8,-1
18,13,9,-1
33,30,12,-1
0,23,9,-1
2,2,35,-1
20,25,28,-1
16,35,16,-1
34,31,24,-1
6,1,35,-1
0,35,5,-1
19,24,21,-1
7,6,34,-1
32,19,8,-1
8,19,32,-1
33,1,14,-1
32,21,19,-1
24,18,18,-1
21,32,29,-1
25,2,30,-1
25,3,9,-1
10,22,33,-1
32,29,19,-1
10,25,2,-1
19,13,21,-1
31,11,22,-1
9,7,23,-1
28,12,21,-1
10,13,18,-1
3,2,20,-1
13,7,23,-1
22,18,25,-1
35,30,18,-1
18,20,23,-1
0,3,17,-1
21,34,28,-1
23,23,15,-1
26,15,7,-1
12,5,20,-1
30,8,23,-1
14,21,30,-1
18,23,28,-1
7,22,2,-1
6,20,23,-1
9,20,6,-1
26,21,21,-1
34,8,8,-1
14,15,4,-1
21,27,9,-1
6,1,34,-1
9,31,35,-1
19,13,23,-1
28,1,25,-1
30,7,10,-1
33,16,30,-1
20,23,16,-1
5,21,4,-1
29,35,19,-1
13,1,26,-1
23,23,7,-1
21,32,3,-1
20,15,32,-1
23,7,33,-1
13,18,4,-1
23,31,1,-1
17,15,24,-1
13,0,25,-1
18,30,25,-1
17,23,6,-1
8,10,29,-1
15,11,25,-1
34,12,20,-1
31,35,8,-1
28,12,26,-1
13,15,21,-1
14,13,17,-1
18,26,17,-1
7,24,27,-1
12,6,15,-1
18,30,5,-1
27,9,17,-1
16,8,29,-1
17,19,28,-1
25,11,21,-1
31,4,16,-1
32,34,9,-1
13,16,16,-1
11,4,4,-1
2,32,10,-1
33,31,4,-1
3,22,30,-1
20,19,18,-1
29,16,1,-1
1,5,28,-1
22,16,33,-1
19,12,31,-1
28,6,28,-1
8,17,12,-1
13,35,8,-1
3,13,19,-1
24,16,22,-1
34,16,21,-1
16,9,1,-1
33,10,6,-1
5,13,2,-1
2,12,14,-1
34,4,20,-1
6,13,17,-1
18,6,17,-1
6,25,30,-1
6,29,26,-1
28,27,22,-1
29,23,11,-1
30,0,21,-1
16,6,14,-1
18,8,26,-1
12,22,11,-1
33,8,4,-1
30,26,10,-1
27,13,15,-1
1,19,9,-1
27,27,16,-1
13,20,4,-1
24,30,4,-1
26,10,26,-1
20,8,35,-1
27,20,1,-1
18,33,10,-1
22,28,16,-1
12,19,29,-1
27,21,28,-1
16,28,19,-1
33,22,19,-1
17,26,13,-1
21,32,3,-1
28,17,11,-1
7,24,32,-1
8,6,9,-1
34,28,1,-1
15,20,1,-1
24,11,22,-1
17,8,30,-1
16,5,16,-1
0,22,7,-1
29,23,3,-1
33,15,0,-1
24,22,24,-1
0,11,10,-1
10,9,18,-1
11,4,2,-1
28,29,30,-1
30,26,2,-1
25,6,23,-1
5,22,25,-1
28,32,12,-1
12,29,8,-1
12,33,10,-1
17,34,21,-1
7,8,11,-1
26,35,31,-1
8,28,24,-1
18,22,30,-1
20,11,17,-1
23,33,3,-1
12,5,35,-1
5,17,8,-1
13,10,6,-1
23,7,4,-1
25,14,28,-1
16,20,27,-1
11,9,19,-1
0,27,6,-1
10,28,33,-1
27,15,30,-1
11,8,16,-1
26,13,33,-1
35,26,23,-1
21,29,10,-1
5,34,5,-1
33,14,25,-1
24,26,14,-1
24,6,6,-1
30,16,34,-1
27,8,29,-1
2,35,1,-1
18,25,30,-1
31,4,0,-1
35,5,30,-1
9,10,28,-1
30,23,7,-1
0,28,13,-1
14,16,19,-1
20,26,35,-1
34,17,23,-1
8,35,22,-1
25,33,28,-1
20,9,32,-1
20,24,2,-1
14,13,28,-1
23,8,16,-1
10,8,24,-1
23,22,4,-1
6,23,30,-1
21,21,27,-1
9,9,7,-1
11,35,4,-1
3,19,29,-1
16,3,17,-1
18,34,31,-1
26,1,3,-1
22,27,11,-1
10,14,13,-1
14,0,0,-1
24,1,2,-1
16,26,11,-1
23,2,10,-1
7,21,9,-1
1,1,29,-1
34,19,27,-1
29,26,8,-1
12,12,35,-1
23,23,29,-1
1,17,9,-1
17,6,10,-1
19,2,1,-1
11,5,19,-1
21,12,4,-1
11,29,6,-1
4,28,5,-1
11,1,31,-1
19,14,8,-1
34,17,11,-1
7,34,28,-1
16,16,14,-1
26,15,16,-1
7,26,21,-1
26,28,14,-1
31,3,23,-1
1,7,31,-1
22,34,33,-1
18,33,11,-1
6,31,8,-1
17,2,7,-1
25,34,23,-1
4,24,2,-1
20,12,29,-1
22,2,21,-1
16,13,4,-1
3,14,27,-1
35,17,25,-1
32,35,22,-1
23,21,33,-1
31,18,35,-1
18,7,13,-1
21,11,17,-1
24,12,29,-1
33,14,32,-1
34,30,9,-1
18,33,4,-1
9,32,1,-1
34,8,16,-1
20,11,1,-1
17,23,19,-1
32,5,6,-1
9,27,34,-1
6,31,26,-1
0,8,4,-1
12,6,34,-1
1,4,11,-1
21,13,24,-1
22,11,32,-1
2,11,24,-1
3,8,11,-1
2,20,16,-1
25,9,7,-1
23,15,18,-1
13,15,26,-1
17,27,12,-1
31,29,16,-1
6,14,29,-1
30,17,20,-1
7,19,31,-1
31,3,3,-1
6,5,3,-1
2,30,12,-1
26,33,28,-1
8,10,7,-1
35,7,15,-1
27,18,24,-1
8,25,18,-1
1,35,35,-1
2,22,19,-1
33,33,22,-1
17,19,7,-1
20,22,18,-1
33,12,15,-1
25,0,6,-1
12,15,13,-1
27,7,32,-1
31,15,1,-1
14,32,16,-1
13,34,3,-1
32,12,0,-1
34,29,0,-1
6,29,22,-1
24,26,14,-1
19,31,14,-1
25,8,30,-1
3,15,17,-1
15,11,12,-1
16,25,8,-1
32,18,23,-1
15,31,35,-1
32,29,8,-1
32,15,1,-1
34,19,8,-1
12,3,3,-1
6,28,27,-1
16,11,23,-1
33,6,14,-1
9,2,3,-1
34,15,1,-1
21,30,32,-1
0,6,26,-1
24,2,21,-1
25,0,5,-1
33,28,8,-1
17,35,16,-1
8,15,8,-1
11,13,14,-1
25,2,17,-1
8,0,32,-1
10,1,6,-1
6,17,13,-1
12,5,15,-1
34,31,32,-1
3,8,24,-1
27,25,23,-1
23,14,19,-1
31,5,32,-1
10,31,14,-1
7,3,15,-1
3,13,32,-1
9,0,14,-1
22,12,19,-1
18,26,30,-1
30,9,3,-1
18,16,8,-1
22,4,2,-1
5,35,8,-1
17,25,3,-1
31,32,22,-1
26,15,0,-1
23,25,16,-1
1,27,8,-1
0,9,35,-1
31,19,24,-1
34,2,5,-1
22,4,25,-1
5,25,4,-1
13,22,30,-1
32,33,6,-1
18,24,22,-1
34,27,27,-1
14,8,18,-1
3,8,8,-1
18,3,27,-1
6,17,9,-1
27,20,13,-1
16,25,18,-1
21,18,4,-1
31,14,2,-1
1,12,6,-1
23,11,33,-1
14,5,21,-1
13,8,29,-1
21,26,13,-1
28,13,10,-1
2,4,10,-1
31,1,35,-1
14,2,17,-1
34,33,11,-1
16,34,24,-1
22,2,15,-1
35,32,20,-1
20,9,9,-1
30,10,15,-1
7,3,28,-1
33,5,13,-1
8,16,14,-1
23,30,16,-1
5,9,29,-1
32,25,27,-1
20,28,9,-1
15,27,6,-1
0,12,31,-1
25,6,6,-1
4,29,9,-1
33,6,30,-1
26,14,10,-1
4,2,21,-1
0,23,30,-1
29,19,35,-1
0,20,27,-1
10,35,19,-1
32,15,11,-1
27,4,33,-1
13,9,6,-1
22,22,12,-1
32,12,7,-1
7,32,9,-1
28,32,12,-1
2,5,11,-1
1,5,31,-1
9,15,11,-1
28,27,26,-1
19,35,31,-1
16,12,20,-1
2,15,22,-1
14,11,14,-1
21,34,26,-1
10,6,22,-1
22,24,27,-1
14,6,12,-1
9,15,8,-1
20,23,35,-1
27,6,34,-1
2,2,27,-1
2,4,22,-1
4,34,33,-1
18,20,12,-1
8,10,18,-1
10,13,7,-1
17,27,13,-1
29,16,8,-1
1,1,31,-1
17,8,17,-1
31,10,19,-1
22,12,3,-1
8,16,1,-1
22,14,1,-1
14,2,12,-1
32,12,25,-1
19,29,16,-1
12,2,12,-1
20,4,13,-1
31,1,1,-1
12,32,11,-1
11,19,3,-1
30,7,35,-1
32,9,13,-1
13,23,15,-1
25,0,7,-1
30,19,16,-1
26,12,19,-1
3,12,3,-1
32,8,4,-1
34,20,16,-1
25,12,35,-1
29,6,23,-1
8,18,32,-1
2,32,0,-1
17,1,0,-1
5,32,35,-1
21,2,27,-1
20,21,4,-1
3,18,12,-1
23,32,12,-1
4,21,4,-1
19,30,11,-1
6,19,9,-1
19,21,5,-1
35,18,7,-1
35,23,19,-1
14,25,1,-1
22,25,23,-1
26,29,21,-1
18,32,17,-1
10,0,18,-1
31,20,29,-1
6,6,28,-1
15,5,13,-1
1,4,31,-1
24,19,19,-1
23,14,24,-1
24,0,13,-1
27,6,22,-1
12,24,19,-1
9,14,35,-1
8,9,19,-1
17,31,6,-1
9,27,11,-1
22,28,32,-1
17,32,31,-1
16,19,9,-1
20,23,9,-1
34,15,31,-1
0,27,19,-1
19,17,14,-1
19,25,23,-1
18,6,35,-1
4,15,26,-1
16,17,34,-1
28,14,30,-1
23,11,13,-1
33,31,0,-1
22,9,31,-1
18,10,3,-1
17,9,20,-1
11,28,25,-1
35,27,31,-1
14,31,26,-1
4,27,7,-1
2,35,1,-1
12,23,12,-1
5,0,8,-1
21,2,33,-1
17,0,7,-1
20,18,33,-1
20,29,5,-1
9,8,32,-1
20,22,8,-1
10,6,35,-1
33,24,15,-1
34,0,2,-1
27,21,18,-1
35,7,20,-1
12,4,21,-1
20,4,19,-1
17,24,28,-1
22,33,1,-1
35,17,3,-1
7,7,26,-1
22,20,14,-1
1,34,31,-1
19,25,16,-1
1,4,3,-1
22,17,7,-1
23,17,11,-1
6,14,35,-1
14,16,12,-1
31,15,9,-1
15,2,16,-1
5,5,16,-1
19,6,15,-1
14,6,4,-1
11,7,25,-1
14,9,6,-1
2,12,3,-1
13,34,17,-1
29,13,33,-1
5,8,29,-1
31,23,31,-1
27,28,0,-1
8,28,23,-1
23,22,29,-1
7,33,16,-1
32,28,26,-1
18,30,18,-1
21,7,17,-1
2,16,30,-1
0,2,18,-1
9,33,6,-1
4,24,14,-1
21,32,6,-1
8,35,9,-1
1,7,6,-1
17,19,14,-1
23,2,8,-1
6,23,32,-1
23,26,12,-1
33,6,14,-1
15,15,11,-1
1,35,16,-1
16,20,28,-1
2,28,28,-1
11,9,15,-1
34,7,34,-1
12,30,0,-1
1,16,24,-1
33,19,30,-1
9,16,16,-1
4,12,31,-1
31,13,30,-1
11,9,31,-1
4,12,23,-1
12,3,33,-1
27,17,4,-1
5,10,14,-1
6,11,11,-1
10,24,30,-1
20,13,11,-1
0,17,3,-1
11,29,16,-1
21,20,26,-1
16,4,18,-1
20,16,1,-1
17,23,35,-1
1,29,9,-1
31,15,0,-1
6,5,4,-1
1,25,17,-1
28,5,15,-1
31,16,8,-1
27,17,28,-1
17,34,33,-1
15,18,29,-1
33,15,33,-1
32,32,26,-1
5,7,21,-1
21,14,26,-1
25,31,31,-1
22,3,0,-1
1,14,32,-1
25,5,13,-1
34,3,11,-1
11,18,9,-1
4,31,4,-1
1,27,0,-1
7,12,8,-1
28,33,2,-1
34,2,33,-1
29,25,16,-1
9,6,30,-1
5,12,35,-1
19,10,2,-1
10,21,1,-1
20,5,32,-1
4,23,24,-1
5,10,0,-1
29,19,14,-1
11,17,32,-1
24,27,1,-1
4,0,8,-1
34,6,20,-1
33,25,10,-1
16,15,11,-1
17,15,16,-1
13,20,19,-1
17,5,30,-1
34,14,13,-1
28,25,10,-1
24,13,1,-1
26,17,2,-1
14,15,24,-1
14,12,29,-1
24,8,8,-1
15,25,24,-1
31,19,24,-1
31,16,29,-1
5,14,7,-1
34,22,12,-1
8,27,25,-1
26,33,6,-1
8,11,1,-1
32,5,29,-1
5,9,2,-1
13,24,27,-1
17,35,26,-1
21,30,7,-1
14,15,1,-1
1,13,4,-1
13,22,31,-1
2,12,28,-1
24,20,19,-1
25,32,24,-1
35,1,13,-1
1,30,1,-1
8,12,16,-1
35,33,11,-1
22,28,6,-1
23,9,20,-1
27,23,6,-1
2,5,34,-1
30,10,34,-1
29,15,30,-1
33,14,11,-1
10,31,5,-1
27,4,33,-1
8,19,11,-1
35,5,3,-1
5,8,12,-1
25,16,15,-1
11,18,1,-1
25,29,27,-1
23,22,6,-1
33,0,1,-1
8,10,32,-1
14,18,16,-1
11,26,35,-1
22,5,4,-1
25,10,13,-1
18,16,9,-1
13,7,27,-1
30,33,0,-1
21,20,23,-1
28,18,3,-1
9,26,13,-1
5,4,11,-1
22,16,17,-1
1,18,22,-1
6,24,13,-1
35,6,9,-1
8,35,16,-1
15,30,13,-1
16,31,34,-1
19,3,32,-1
22,12,22,-1
15,34,7,-1
27,0,3,-1
24,1,21,-1
11,7,9,-1
4,22,31,-1
13,10,11,-1
9,6,21,-1
23,22,16,-1
1,21,20,-1
33,7,12,-1
35,22,10,-1
22,29,10,-1
25,18,12,-1
27,9,35,-1
0,29,2,-1
12,22,12,-1
23,31,18,-1
8,34,20,-1
4,35,5,-1
4,12,28,-1
17,28,31,-1
7,14,24,-1
18,20,22,-1
10,11,11,-1
25,27,20,-1
27,3,6,-1
20,6,2,-1
18,14,0,-1
3,35,16,-1
24,3,28,-1
17,0,0,-1
12,8,15,-1
16,6,35,-1
19,32,10,-1
10,21,17,-1
31,29,21,-1
1,13,27,-1
19,31,22,-1
0,14,21,-1
32,19,4,-1
4,0,5,-1
5,28,13,-1
20,24,35,-1
35,7,31,-1
25,18,16,-1
6,29,25,-1
7,30,2,-1
35,30,14,-1
1,30,8,-1
22,26,27,-1
26,10,7,-1
31,15,15,-1
24,15,4,-1
23,14,27,-1
18,19,25,-1
15,26,18,-1
4,33,29,-1
23,12,23,-1
17,13,33,-1
25,15,3,-1
33,6,13,-1
20,17,29,-1
0,22,8,-1
20,9,3,-1
11,8,22,-1
1,3,12,-1
35,7,26,-1
28,10,18,-1
15,27,32,-1
12,33,11,-1
15,10,33,-1
9,30,31,-1
2,10,17,-1
26,30,26,-1
29,22,14,-1
32,3,17,-1
24,2,5,-1
14,31,31,-1
33,10,3,-1
9,3,0,-1
20,34,26,-1
34,7,20,-1
29,25,11,-1
10,32,5,-1
16,5,27,-1
31,1,30,-1
28,26,33,-1
13,20,8,-1
9,33,18,-1
12,6,1,-1
28,7,0,-1
18,21,23,-1
18,14,29,-1
29,4,25,-1
15,20,30,-1
6,31,32,-1
17,4,2,-1
30,17,2,-1
2,6,0,-1
0,34,22,-1
18,26,9,-1
18,24,30,-1
21,7,24,-1
14,16,28,-1
19,31,29,-1
14,18,24,-1
26,35,28,-1
8,9,26,-1
10,27,32,-1
26,27,11,-1
13,9,1,-1
2,7,6,-1
33,9,29,-1
21,3,9,-1
30,23,5,-1
23,17,3,-1
27,7,18,-1
0,31,27,-1
26,5,18,-1
2,32,25,-1
13,25,15,-1
31,27,2,-1
17,4,11,-1
10,26,15,-1
19,0,18,-1
4,23,35,-1
23,14,22,-1
5,30,17,-1
12,20,22,-1
10,3,34,-1
0,32,23,-1
31,27,31,-1
13,24,35,-1
5,34,5,-1
0,34,5,-1
18,18,8,-1
17,6,3,-1
3,11,33,-1
0,4,34,-1
22,14,1,-1
1,30,33,-1
4,25,5,-1
35,19,29,-1
35,24,8,-1
4,24,6,-1
26,22,24,-1
34,19,10,-1
17,2,2,-1
15,2,6,-1
13,4,20,-1
30,5,15,-1
27,26,20,-1
12,25,3,-1
22,4,7,-1
30,9,11,-1
0,15,13,-1
4,13,32,-1
31,31,34,-1
33,26,0,-1
19,19,21,-1
3,13,6,-1
34,20,32,-1
35,33,22,-1
2,19,6,-1
26,29,31,-1
1,29,10,-1
31,13,4,-1
27,8,15,-1
6,21,5,-1
22,4,24,-1
7,24,1,-1
14,2,21,-1
10,1,34,-1
12,20,33,-1
19,10,26,-1
14,27,35,-1
25,22,29,-1
9,30,1,-1
24,0,3,-1
29,22,23,-1
33,30,11,-1
14,8,14,-1
15,34,15,-1
14,11,15,-1
27,10,25,-1
18,4,33,-1
33,29,35,-1
26,18,29,-1
8,6,29,-1
11,15,16,-1
34,12,10,-1
26,26,34,-1
20,6,32,-1
15,0,23,-1
31,27,33,-1
20,25,18,-1
33,23,11,-1
33,29,30,-1
26,1,16,-1
20,28,32,-1
0,7,8,-1
26,13,15,-1
24,33,21,-1
0,12,1,-1
4,7,28,-1
17,8,34,-1
35,5,21,-1
27,18,30,-1
1,9,32,-1
17,9,4,-1
13,25,11,-1
2,15,4,-1
17,19,1,-1
18,19,30,-1
19,23,1,-1
27,5,25,-1
25,4,11,-1
26,31,29,-1
21,32,18,-1
33,14,27,-1
1,7,16,-1
29,9,31,-1
13,26,14,-1
15,8,14,-1
9,7,17,-1
26,35,22,-1
16,24,7,-1
27,31,18,-1
0,32,15,-1
19,29,9,-1
10,10,32,-1
7,19,6,-1
18,33,12,-1
13,28,1,-1
27,1,8,-1
8,7,23,-1
11,23,28,-1
34,30,23,-1
16,11,19,-1
11,30,28,-1
0,20,18,-1
33,27,2,-1
19,26,15,-1
31,3,7,-1
12,10,24,-1
1,34,31,-1
24,9,35,-1
16,23,29,-1
19,4,4,-1
2,31,14,-1
10,32,15,-1
29,9,22,-1
11,28,12,-1
26,3,15,-1
13,16,25,-1
1,17,24,-1
12,21,13,-1
11,2,17,-1
21,1,1,-1
25,4,32,-1
20,30,28,-1
35,3,1,-1
21,14,9,-1
14,20,13,-1
9,33,9,-1
35,34,6,-1
3,27,27,-1
32,2,9,-1
29,23,11,-1
30,29,31,-1
27,13,25,-1
35,28,29,-1
1,29,7,-1
26,7,28,-1
3,33,5,-1
12,32,20,-1
18,15,11,-1
26,27,13,-1
35,21,1,-1
10,15,10,-1
5,22,23,-1
31,22,31,-1
4,3,4,-1
27,29,28,-1
35,13,25,-1
5,25,1,-1
25,24,16,-1
16,14,23,-1
29,29,24,-1
10,4,20,-1
20,9,6,-1
23,20,28,-1
34,24,11,-1
3,16,5,-1
31,31,18,-1
20,0,23,-1
21,5,27,-1
17,21,21,-1
4,31,15,-1
9,21,19,-1
29,22,8,-1
35,9,29,-1
8,8,33,-1
19,11,29,-1
24,22,25,-1
22,6,5,-1
26,7,11,-1
17,24,12,-1
19,8,23,-1
34,17,25,-1
33,10,11,-1
5,10,0,-1
14,34,8,-1
12,17,35,-1
5,6,1,-1
30,8,7,-1
0,34,14,-1
27,32,18,-1
19,15,27,-1
7,29,24,-1
32,26,35,-1
23,11,25,-1
23,26,23,-1
12,18,4,-1
11,23,26,-1
29,34,15,-1
0,14,29,-1
31,21,25,-1
13,4,20,-1
20,27,29,-1
9,3,35,-1
24,26,11,-1
29,30,17,-1
16,6,35,-1
0,33,2,-1
7,26,16,-1
22,27,10,-1
15,2,31,-1
5,31,16,-1
5,32,23,-1
35,5,27,-1
34,9,33,-1
25,2,27,-1
22,34,33,-1
1,34,11,-1
20,5,1,-1
0,27,8,-1
27,7,10,-1
2,28,22,-1
18,13,18,-1
6,28,3,-1
13,7,12,-1
10,32,30,-1
18,35,28,-1
31,0,26,-1
6,20,12,-1
8,1,3,-1
32,28,26,-1
23,30,34,-1
9,29,28,-1
7,35,20,-1
10,28,27,-1
2,2,4,-1
32,0,3,-1
4,32,3,-1
30,18,4,-1
6,26,5,-1
26,3,13,-1
32,26,7,-1
11,35,0,-1
3,22,15,-1
3,32,7,-1
31,14,26,-1
35,26,26,-1
18,30,2,-1
1,4,21,-1
5,27,27,-1
26,33,30,-1
3,29,20,-1
27,20,35,-1
7,23,21,-1
23,7,33,-1
30,2,27,-1
0,17,17,-1
27,15,27,-1
29,16,32,-1
30,2,23,-1
22,28,0,-1
16,12,9,-1
17,3,30,-1
32,10,33,-1
34,33,4,-1
11,8,6,-1
3,8,3,-1
0,15,18,-1
28,25,15,-1
4,19,17,-1
7,5,9,-1
7,2,1,-1
16,35,4,-1
10,31,31,-1
8,9,8,-1
28,21,16,-1
15,4,5,-1
18,20,0,-1
17,12,25,-1
32,32,9,-1
13,3,30,-1
2,10,32,-1
4,27,11,-1
24,17,7,-1
19,5,32,-1
28,34,33,-1
24,13,17,-1
29,11,2,-1
10,28,30,-1
35,24,27,-1
24,17,30,-1
19,20,21,-1
15,4,28,-1
7,28,9,-1
14,12,15,-1
26,20,29,-1
24,8,6,-1
21,18,17,-1
23,28,26,-1
18,7,14,-1
25,32,12,-1
35,15,32,-1
20,10,16,-1
12,17,24,-1
22,11,16,-1
17,2,0,-1
10,6,25,-1
32,27,7,-1
29,31,15,-1
19,29,22,-1
14,18,18,-1
26,17,13,-1
2,18,24,-1
18,30,5,-1
6,32,17,-1
23,13,35,-1
3,3,21,-1
28,35,12,-1
15,29,23,-1
30,28,16,-1
33,6,34,-1
15,32,32,-1
29,34,14,-1
33,32,24,-1
2,19,21,-1
35,22,34,-1
14,25,18,-1
35,18,33,-1
28,13,6,-1
15,8,35,-1
12,21,5,-1
26,16,18,-1
22,9,16,-1
16,22,29,-1
5,5,12,-1
26,20,34,-1
4,35,3,-1
22,14,21,-1
0,6,15,-1
